Date,Open,High,Low,Close,Adj Close,Volume
2021-07-09,3250.000000,3282.000000,3201.000000,3208.149902,3189.428711,6365067
2021-07-12,3235.000000,3236.000000,3188.350098,3193.100098,3174.466797,1892226
2021-07-13,3214.000000,3214.000000,3175.000000,3187.550049,3168.949219,1809339
2021-07-14,3187.000000,3222.000000,3185.000000,3214.550049,3195.791504,2044279
2021-07-15,3227.600098,3231.850098,3194.000000,3202.949951,3191.208252,2232968
2021-07-16,3213.000000,3219.850098,3192.000000,3194.800049,3183.088379,1256526
2021-07-19,3180.000000,3199.800049,3176.000000,3184.600098,3172.925781,1597058
2021-07-20,3184.600098,3215.000000,3156.149902,3205.800049,3194.048096,1811945
2021-07-22,3190.000000,3224.949951,3190.000000,3216.350098,3204.559326,2859334
2021-07-23,3230.000000,3241.550049,3206.649902,3212.850098,3201.072266,1776193
2021-07-26,3200.000000,3224.250000,3190.850098,3197.550049,3185.828369,1259611
2021-07-27,3200.000000,3210.000000,3161.149902,3182.949951,3171.281738,1121367
2021-07-28,3188.000000,3204.449951,3132.399902,3197.800049,3186.077393,1660654
2021-07-29,3200.250000,3225.449951,3190.300049,3195.800049,3184.084717,1731997
2021-07-30,3219.000000,3223.500000,3162.350098,3167.449951,3155.838379,2999943
2021-08-02,3180.000000,3224.899902,3167.000000,3219.399902,3207.598145,2608669
2021-08-03,3229.000000,3290.000000,3218.949951,3284.899902,3272.858154,3804735
2021-08-04,3300.000000,3305.199951,3261.199951,3273.949951,3261.947998,2929598
2021-08-05,3275.000000,3315.000000,3262.500000,3283.949951,3271.911377,2534521
2021-08-06,3272.550049,3324.000000,3265.000000,3309.800049,3297.666992,2292362
2021-08-09,3323.899902,3337.000000,3310.000000,3322.699951,3310.519531,1510489
2021-08-10,3315.600098,3349.899902,3315.600098,3333.899902,3321.678467,2040777
2021-08-11,3350.000000,3360.000000,3327.100098,3344.199951,3331.940674,1929707
2021-08-12,3326.000000,3368.000000,3326.000000,3351.750000,3339.462891,1310205
2021-08-13,3360.750000,3480.000000,3357.500000,3463.399902,3450.703613,4363584
2021-08-16,3460.000000,3494.350098,3436.500000,3472.949951,3460.218506,2083489
2021-08-17,3482.100098,3560.800049,3463.000000,3553.050049,3540.025146,4336019
2021-08-18,3573.850098,3595.000000,3536.600098,3560.550049,3547.497559,2631309
2021-08-20,3506.000000,3575.000000,3500.000000,3559.500000,3546.451416,2836148
2021-08-23,3580.000000,3673.000000,3561.899902,3637.399902,3624.065674,3744176
2021-08-24,3657.000000,3667.350098,3594.399902,3613.199951,3599.954590,2511141
2021-08-25,3610.000000,3697.750000,3607.050049,3659.000000,3645.586670,2123263
2021-08-26,3660.000000,3687.600098,3647.899902,3671.850098,3658.389648,1902533
2021-08-27,3666.000000,3729.500000,3651.100098,3720.149902,3706.512207,3944728
2021-08-30,3715.000000,3740.350098,3687.600098,3701.300049,3687.731689,2033114
2021-08-31,3709.399902,3804.100098,3703.449951,3786.449951,3772.569336,3207480
2021-09-01,3796.000000,3816.699951,3707.000000,3714.949951,3701.331543,2643336
2021-09-02,3734.000000,3859.149902,3722.000000,3836.750000,3822.685059,3403717
2021-09-03,3825.000000,3856.899902,3804.550049,3842.050049,3827.965820,1746812
2021-09-06,3849.699951,3877.600098,3814.000000,3852.000000,3837.879150,1723693
2021-09-07,3864.000000,3869.949951,3808.250000,3815.899902,3801.911377,1585039
2021-09-08,3810.000000,3815.000000,3756.000000,3774.149902,3760.314453,4147175
2021-09-09,3789.699951,3808.699951,3765.000000,3791.399902,3777.501221,1441148
2021-09-13,3767.000000,3852.399902,3767.000000,3845.350098,3831.253662,1691473
2021-09-14,3849.949951,3896.500000,3825.000000,3885.899902,3871.655029,1991188
2021-09-15,3882.100098,3980.000000,3866.000000,3954.550049,3940.053223,2461369
2021-09-16,3930.000000,3981.750000,3892.100098,3903.300049,3888.991211,2946666
2021-09-17,3920.000000,3945.000000,3805.000000,3827.850098,3813.817871,6477148
2021-09-20,3809.000000,3871.000000,3807.850098,3823.500000,3809.483643,2002008
2021-09-21,3858.000000,3871.550049,3821.649902,3862.949951,3848.788818,1568129
2021-09-22,3862.500000,3896.850098,3852.449951,3862.149902,3847.991943,1744067
2021-09-23,3870.000000,3879.000000,3835.000000,3869.250000,3855.065918,2003869
2021-09-24,3890.000000,3944.399902,3855.000000,3871.300049,3857.108398,2320754
2021-09-27,3900.000000,3904.000000,3802.899902,3836.949951,3822.884277,1673362
2021-09-28,3850.000000,3850.000000,3751.250000,3779.149902,3765.296143,2253075
2021-09-29,3759.800049,3806.000000,3722.149902,3791.899902,3777.999512,2489161
2021-09-30,3805.000000,3805.000000,3750.100098,3775.550049,3761.709473,2252412
2021-10-01,3781.750000,3810.000000,3725.000000,3730.199951,3716.525635,1578374
2021-10-04,3724.800049,3783.649902,3707.449951,3773.300049,3759.467773,1356860
2021-10-05,3754.000000,3840.000000,3741.600098,3833.300049,3819.247559,1877966
2021-10-06,3836.000000,3857.449951,3795.000000,3810.899902,3796.929688,1678154
2021-10-07,3830.000000,3899.000000,3820.050049,3892.899902,3878.629150,1647233
2021-10-08,3925.000000,3989.899902,3900.000000,3935.649902,3921.222412,2934339
2021-10-11,3755.000000,3757.500000,3660.000000,3685.600098,3672.089355,11845402
2021-10-12,3706.000000,3707.000000,3630.600098,3652.850098,3639.459229,5752877
2021-10-13,3650.000000,3675.449951,3645.000000,3655.199951,3641.800537,3545655
2021-10-14,3625.000000,3670.000000,3608.199951,3611.449951,3605.114990,6442299
2021-10-18,3603.449951,3652.699951,3601.449951,3647.149902,3640.752441,3590107
2021-10-19,3669.000000,3690.100098,3625.199951,3634.149902,3627.775146,3135441
2021-10-20,3612.000000,3630.000000,3578.300049,3608.850098,3602.519775,2933693
2021-10-21,3604.100098,3607.449951,3511.250000,3532.500000,3526.303711,4871211
2021-10-22,3560.000000,3561.600098,3485.000000,3498.850098,3492.712646,2691670
2021-10-25,3503.000000,3514.550049,3450.000000,3492.949951,3486.822998,2595594
2021-10-26,3494.500000,3529.000000,3475.000000,3482.600098,3476.491211,3878763
2021-10-27,3483.000000,3511.250000,3483.000000,3489.750000,3483.628662,2510813
2021-10-28,3518.000000,3518.000000,3415.000000,3421.649902,3415.647949,2424942
2021-10-29,3400.050049,3461.000000,3385.949951,3397.750000,3391.790039,3960501
2021-11-01,3437.949951,3487.000000,3412.949951,3476.399902,3470.302002,2020718
2021-11-02,3494.000000,3513.600098,3469.750000,3484.199951,3478.088379,3087414
2021-11-03,3504.199951,3519.899902,3466.050049,3492.250000,3486.124268,1537639
2021-11-04,3512.949951,3513.250000,3505.000000,3508.649902,3502.495361,328991
2021-11-08,3548.000000,3548.000000,3481.199951,3502.750000,3496.605713,2526082
2021-11-09,3508.000000,3535.000000,3496.000000,3505.699951,3499.550537,1782692
2021-11-10,3498.000000,3519.699951,3480.199951,3484.300049,3478.188232,1516489
2021-11-11,3480.000000,3510.050049,3436.000000,3488.199951,3482.081299,1284514
2021-11-12,3506.000000,3534.149902,3485.699951,3526.050049,3519.864990,1747259
2021-11-15,3528.000000,3569.600098,3528.000000,3553.300049,3547.067139,1809157
2021-11-16,3569.000000,3575.550049,3542.000000,3556.399902,3550.161621,2013204
2021-11-17,3550.600098,3562.850098,3506.399902,3521.899902,3515.722168,1632914
2021-11-18,3515.149902,3520.850098,3451.600098,3475.699951,3469.603271,2136598
2021-11-22,3478.399902,3515.949951,3440.300049,3458.399902,3452.333496,3167936
2021-11-23,3445.000000,3480.949951,3407.800049,3464.250000,3458.173340,2153461
2021-11-24,3472.199951,3493.050049,3424.000000,3443.300049,3437.260254,2161746
2021-11-25,3443.899902,3463.000000,3434.050049,3445.899902,3439.855469,1849619
2021-11-26,3425.000000,3490.000000,3411.899902,3446.850098,3440.803955,1941251
2021-11-29,3447.149902,3529.350098,3406.449951,3502.000000,3495.857178,2981745
2021-11-30,3491.000000,3563.750000,3491.000000,3529.149902,3522.959473,5588446
2021-12-01,3535.000000,3590.000000,3535.000000,3577.800049,3571.524170,2102118
2021-12-02,3589.199951,3648.000000,3574.100098,3642.899902,3636.509766,3152938
2021-12-03,3646.449951,3665.949951,3630.850098,3640.449951,3634.064209,2486263
2021-12-06,3640.449951,3658.000000,3522.000000,3536.399902,3530.196777,1849642
2021-12-07,3562.500000,3598.000000,3524.300049,3584.500000,3578.212402,1484458
2021-12-08,3601.000000,3646.449951,3601.000000,3626.899902,3620.537842,1428660
2021-12-09,3610.000000,3634.750000,3566.000000,3601.750000,3595.432129,1567957
2021-12-10,3585.000000,3642.000000,3575.100098,3636.800049,3630.420654,1510718
2021-12-13,3650.000000,3662.000000,3601.699951,3609.649902,3603.318115,1883864
2021-12-14,3605.000000,3635.000000,3576.699951,3623.800049,3617.443604,1747007
2021-12-15,3620.000000,3623.000000,3558.149902,3570.350098,3564.087402,1603233
2021-12-16,3582.000000,3608.449951,3570.000000,3581.600098,3575.317627,2072320
2021-12-17,3602.500000,3651.350098,3573.699951,3584.350098,3578.062744,4333992
2021-12-20,3589.000000,3606.000000,3510.149902,3556.899902,3550.660645,2312310
2021-12-21,3582.649902,3641.199951,3566.399902,3608.300049,3601.970703,2340989
2021-12-22,3624.000000,3636.800049,3606.250000,3630.750000,3624.381348,1224328
2021-12-23,3648.000000,3670.500000,3630.000000,3662.699951,3656.275146,1792861
2021-12-24,3685.000000,3705.000000,3644.800049,3670.899902,3664.460693,2209923
2021-12-27,3671.000000,3700.000000,3653.100098,3696.100098,3689.616699,1534135
2021-12-28,3710.000000,3725.000000,3693.850098,3706.550049,3700.048340,1456218
2021-12-29,3692.250000,3719.949951,3685.000000,3694.699951,3688.218994,1456923
2021-12-30,3681.350098,3740.000000,3680.000000,3733.750000,3727.200684,1966475
2021-12-31,3742.800049,3760.000000,3731.300049,3738.350098,3731.792725,1207141
2022-01-03,3750.000000,3830.000000,3745.000000,3817.750000,3811.053223,2346158
2022-01-04,3831.100098,3889.149902,3811.699951,3884.750000,3877.935791,2488606
2022-01-05,3865.000000,3870.000000,3812.399902,3860.949951,3854.177490,1733031
2022-01-06,3812.000000,3835.000000,3772.000000,3807.449951,3800.771240,1810293
2022-01-07,3820.000000,3864.899902,3796.399902,3853.500000,3846.740479,2460591
2022-01-10,3978.000000,3978.000000,3861.000000,3879.850098,3873.044434,3937092
2022-01-11,3856.000000,3925.000000,3856.000000,3915.899902,3909.031006,1906106
2022-01-12,3925.000000,3929.000000,3836.550049,3859.899902,3853.129150,3203744
2022-01-13,3918.000000,3923.000000,3857.000000,3897.899902,3891.062500,6684507
2022-01-14,3877.850098,3977.000000,3860.050049,3968.149902,3961.189453,3348123
2022-01-17,3992.699951,4043.000000,3962.300049,4019.149902,4012.099854,3442604
2022-01-18,4033.949951,4041.699951,3980.000000,3990.600098,3983.600098,2389041
2022-01-19,4012.000000,4012.000000,3910.500000,3914.649902,3914.649902,3102539
2022-01-20,3910.000000,3920.000000,3811.000000,3826.550049,3826.550049,6176776
2022-01-21,3807.000000,3851.550049,3771.100098,3833.500000,3833.500000,3112358
2022-01-24,3840.000000,3849.649902,3740.100098,3771.350098,3771.350098,3258414
2022-01-25,3769.500000,3809.399902,3722.199951,3769.899902,3769.899902,3330501
2022-01-27,3731.000000,3733.399902,3625.100098,3649.250000,3649.250000,5718297
2022-01-28,3646.000000,3729.800049,3646.000000,3690.050049,3690.050049,3143862
2022-01-31,3749.000000,3758.000000,3721.399902,3736.250000,3736.250000,2739393
2022-02-01,3770.000000,3808.000000,3736.399902,3800.649902,3800.649902,2105169
2022-02-02,3827.899902,3864.000000,3800.649902,3856.199951,3856.199951,1984212
2022-02-03,3851.000000,3882.500000,3816.050049,3824.600098,3824.600098,1960538
2022-02-04,3815.300049,3824.699951,3769.000000,3814.899902,3814.899902,2307366
2022-02-07,3791.000000,3831.800049,3756.149902,3779.000000,3779.000000,1919149
2022-02-08,3791.550049,3799.699951,3721.000000,3743.449951,3743.449951,2946443
2022-02-09,3750.000000,3777.949951,3746.100098,3760.550049,3760.550049,1638721
2022-02-10,3789.800049,3789.800049,3758.000000,3770.350098,3770.350098,2112459
2022-02-11,3752.500000,3752.500000,3690.000000,3694.949951,3694.949951,3851488
2022-02-14,3724.000000,3793.250000,3710.000000,3733.750000,3733.750000,5951745
2022-02-15,3786.000000,3835.000000,3748.000000,3817.800049,3817.800049,3931683
2022-02-16,3844.000000,3854.100098,3806.000000,3813.100098,3813.100098,3256906
2022-02-17,3825.000000,3835.000000,3779.000000,3784.199951,3784.199951,3134372
